START_ID,END_ID,TYPE
obj_eebc49c6,type_5cd3dcb2,P2_has_type
obj_eebc49c6,mat_dc1f3774,P45_consists_of
obj_4dd45937,mat_93a1cdc4,P45_consists_of
obj_4dd45937,type_abafd4d2,P2_has_type
obj_4dd45937,type_abafd4d2,P2_has_type
obj_4dd45937,dim_75647a61,P43_has_dimension
obj_ce2bc326,mat_b8ed7324,P45_consists_of
obj_ce2bc326,type_abafd4d2,P2_has_type
obj_ce2bc326,type_abafd4d2,P2_has_type
obj_ce2bc326,dim_62064ec4,P43_has_dimension
obj_13be545b,mat_b8ed7324,P45_consists_of
obj_13be545b,type_abafd4d2,P2_has_type
obj_13be545b,type_abafd4d2,P2_has_type
obj_2c0fd94b,mat_5d640c38,P45_consists_of
obj_2c0fd94b,type_f5ae3eb3,P2_has_type
obj_2c0fd94b,type_f5ae3eb3,P2_has_type
obj_2c0fd94b,dim_4b802c7b,P43_has_dimension
obj_68839ef9,mat_a735178d,P45_consists_of
obj_68839ef9,type_f5ae3eb3,P2_has_type
obj_68839ef9,type_f5ae3eb3,P2_has_type
obj_ce57290e,mat_a735178d,P45_consists_of
obj_ce57290e,type_f5ae3eb3,P2_has_type
obj_ce57290e,type_f5ae3eb3,P2_has_type
obj_18f82d3c,mat_a735178d,P45_consists_of
obj_18f82d3c,type_f5ae3eb3,P2_has_type
obj_18f82d3c,type_f5ae3eb3,P2_has_type
obj_9de09c31,mat_a735178d,P45_consists_of
obj_9de09c31,type_f7cb34f1,P2_has_type
obj_9de09c31,type_f7cb34f1,P2_has_type
obj_9de09c31,dim_78c7b6df,P43_has_dimension
obj_d99335d5,mat_a735178d,P45_consists_of
obj_d99335d5,type_f3620cb2,P2_has_type
obj_d99335d5,type_f3620cb2,P2_has_type
obj_d99335d5,dim_61cb615e,P43_has_dimension
obj_aeb878ca,mat_b8ed7324,P45_consists_of
obj_aeb878ca,type_f3620cb2,P2_has_type
obj_aeb878ca,type_f3620cb2,P2_has_type
obj_e3f4564a,mat_a735178d,P45_consists_of
obj_e3f4564a,type_30db79c5,P2_has_type
obj_e3f4564a,type_30db79c5,P2_has_type
obj_e3f4564a,dim_35b60f20,P43_has_dimension
obj_986cd205,mat_a735178d,P45_consists_of
obj_986cd205,type_a195a443,P2_has_type
obj_986cd205,type_a195a443,P2_has_type
obj_986cd205,dim_09849553,P43_has_dimension
obj_5f97a188,mat_a735178d,P45_consists_of
obj_5f97a188,type_a195a443,P2_has_type
obj_5f97a188,type_a195a443,P2_has_type
obj_a76670ae,mat_a735178d,P45_consists_of
obj_a76670ae,type_a195a443,P2_has_type
obj_a76670ae,type_a195a443,P2_has_type
