id:ID,:LABEL,name
E57_Material_Artifact_陶器_4324_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4327_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4328_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4329_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4330_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4331_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4332_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4333_掺杂物,E57_Material,粗砂
E57_Material_Artifact_陶器_4334_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4335_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4336_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4337_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4338_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4339_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4340_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4341_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4342_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4343_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4345_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4346_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4347_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4423_掺杂物,E57_Material,砂粒
E57_Material_Artifact_陶器_4426_掺杂物,E57_Material,微量砂
E57_Material_Artifact_陶器_4573_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4574_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4575_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4576_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4577_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4578_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4579_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4580_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4587_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4597_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4599_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4612_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4615_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_4623_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4626_掺杂物,E57_Material,炭
E57_Material_Artifact_陶器_4627_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4629_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4639_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_4644_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_4648_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_4712_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_4735_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_4748_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_4749_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4752_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4771_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4772_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_4811_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4815_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4935_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_4970_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_4982_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4983_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_4984_掺杂物,E57_Material,炭
E57_Material_Artifact_陶器_5011_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5121_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_5220_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5221_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5231_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5234_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_5235_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_5236_掺杂物,E57_Material,夹砂
E57_Material_Artifact_陶器_5483_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5508_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5546_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_5547_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_5551_掺杂物,E57_Material,砂
E57_Material_Artifact_陶器_5575_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_5588_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_5589_掺杂物,E57_Material,细砂
E57_Material_Artifact_陶器_5612_掺杂物,E57_Material,细砂
